week,week_start_date,market,brand,keyword,flavor,search_volume,relative_index,yoy_change_pct,is_anomaly_week,anomaly_type
2026-W13,2026-04-01,India,Pringles,pringles wavy,wavy,10785,1.198,5.7,False,
2026-W13,2026-04-01,India,Pringles,pringles price india,price india,18708,1.169,-15.8,False,
2026-W13,2026-04-01,India,Pringles,pringles cheddar,cheddar,11856,1.078,11.9,False,
2026-W13,2026-04-01,India,Doritos,doritos nacho cheese,nacho cheese,36930,1.273,23.1,False,
2026-W13,2026-04-01,India,Doritos,doritos cool ranch,cool ranch,18670,1.098,4.4,False,
2026-W13,2026-04-01,India,Doritos,doritos flamin hot,flamin hot,28473,1.356,13.1,False,
2026-W13,2026-04-01,India,Doritos,doritos flamin hot lime,flamin hot lime,10712,1.339,1.6,False,
2026-W13,2026-04-01,India,Doritos,doritos sweet chili,sweet chili,14908,1.242,12.3,False,
2026-W13,2026-04-01,India,Doritos,doritos controversy,controversy,1096,0.274,-12.8,False,
2026-W13,2026-04-01,India,category,best chips brand india,best chips brand india,66266,1.381,-1.9,False,
2026-W13,2026-04-01,India,category,healthy snacks india,healthy snacks india,90295,1.272,-1.7,False,
2026-W13,2026-04-01,India,category,chips on offer today,chips on offer today,44407,1.139,9.6,False,
2026-W13,2026-04-01,India,category,snacks for ipl party,snacks for ipl party,89521,4.069,-8.6,False,
2026-W13,2026-04-01,US,Lay's,lays chips,chips,168817,2.483,-5.9,False,
2026-W13,2026-04-01,US,Lay's,lays classic,classic,195577,3.556,-1.7,False,
2026-W13,2026-04-01,US,Lay's,lays sour cream onion,sour cream onion,90770,3.13,15.7,False,
2026-W13,2026-04-01,US,Lay's,lays baked,baked,91574,3.816,14.3,False,
2026-W13,2026-04-01,US,Lay's,lays chile limon,chile limon,86391,4.547,-2.5,False,
2026-W13,2026-04-01,US,Lay's,lays world cup edition,world cup edition,15428,3.857,-0.2,False,
2026-W13,2026-04-01,US,Lay's,buy lays bulk,buy  bulk,55447,3.08,23.8,False,
2026-W13,2026-04-01,US,Lay's,lays out of stock,out of stock,9156,3.052,26.6,False,
2026-W13,2026-04-01,US,Pringles,pringles chips,chips,59845,0.965,12.4,False,
2026-W13,2026-04-01,US,Pringles,pringles sour cream,sour cream,29885,0.879,23.5,False,
2026-W13,2026-04-01,US,Pringles,pringles original,original,31330,1.119,10.4,False,
2026-W13,2026-04-01,US,Pringles,pringles bbq,bbq,23259,1.108,27.9,False,
2026-W13,2026-04-01,US,Pringles,pringles wavy,wavy,12607,0.9,13.0,False,
2026-W13,2026-04-01,US,Pringles,pringles price drop,price drop,10150,0.923,7.1,False,
2026-W13,2026-04-01,US,Doritos,doritos nacho cheese,nacho cheese,57208,0.986,12.8,False,
2026-W13,2026-04-01,US,Doritos,doritos cool ranch,cool ranch,42591,0.887,31.9,False,
2026-W13,2026-04-01,US,Doritos,doritos flamin hot,flamin hot,45758,1.089,0.2,False,
2026-W13,2026-04-01,US,Doritos,doritos flamin hot lime,flamin hot lime,14660,0.977,7.4,False,
2026-W13,2026-04-01,US,Doritos,doritos spicy nacho,spicy nacho,31376,1.012,15.2,False,
2026-W13,2026-04-01,US,Doritos,doritos controversy,controversy,2016,0.252,-5.8,False,
2026-W13,2026-04-01,US,category,best chips brand,best chips brand,45362,0.872,25.1,False,
2026-W13,2026-04-01,US,category,healthy chip snacks,healthy chip snacks,96917,1.101,9.4,False,
2026-W13,2026-04-01,US,category,chips on sale near me,chips on sale near me,61390,0.974,16.0,False,
2026-W13,2026-04-01,US,category,super bowl snack ideas,super bowl snack ideas,47347,1.076,4.6,False,
2026-W14,2026-04-08,India,Lay's,lays chips,chips,91351,1.234,15.4,False,
2026-W14,2026-04-08,India,Lay's,lays magic masala,magic masala,57015,1.118,22.2,False,
2026-W14,2026-04-08,India,Lay's,lays classic salted,classic salted,42109,1.108,15.0,False,
2026-W14,2026-04-08,India,Lay's,lays american cream onion,american cream onion,35732,1.232,6.7,False,
2026-W14,2026-04-08,India,Lay's,lays spanish tomato tango,spanish tomato tango,28074,1.276,-7.8,False,
2026-W14,2026-04-08,India,Lay's,lays max peri peri,max peri peri,18762,1.042,-1.2,False,
2026-W14,2026-04-08,India,Lay's,lays world cup edition,world cup edition,6173,1.235,23.6,False,
2026-W14,2026-04-08,India,Lay's,buy lays online,buy  online,37181,1.199,16.6,False,
2026-W14,2026-04-08,India,Lay's,lays price,price,28877,1.031,17.9,False,
2026-W14,2026-04-08,India,Pringles,pringles chips,chips,41179,1.084,9.0,False,
2026-W14,2026-04-08,India,Pringles,pringles original,original,25080,1.14,-11.3,False,
2026-W14,2026-04-08,India,Pringles,pringles sour cream onion,sour cream onion,19323,1.073,5.6,False,
2026-W14,2026-04-08,India,Pringles,pringles wavy,wavy,10561,1.173,-0.9,False,
2026-W14,2026-04-08,India,Pringles,pringles price india,price india,20409,1.276,4.2,False,
2026-W14,2026-04-08,India,Pringles,pringles cheddar,cheddar,12596,1.145,-4.2,False,
2026-W14,2026-04-08,India,Doritos,doritos nacho cheese,nacho cheese,34944,1.205,1.6,False,
2026-W14,2026-04-08,India,Doritos,doritos cool ranch,cool ranch,23660,1.392,20.4,False,
2026-W14,2026-04-08,India,Doritos,doritos flamin hot,flamin hot,28867,1.375,9.0,False,
2026-W14,2026-04-08,India,Doritos,doritos flamin hot lime,flamin hot lime,10898,1.362,-10.4,False,
2026-W14,2026-04-08,India,Doritos,doritos sweet chili,sweet chili,15482,1.29,11.1,False,
2026-W14,2026-04-08,India,Doritos,doritos controversy,controversy,1996,0.499,11.9,False,
2026-W14,2026-04-08,India,category,best chips brand india,best chips brand india,53964,1.124,11.5,False,
2026-W14,2026-04-08,India,category,healthy snacks india,healthy snacks india,75371,1.062,-7.5,False,
2026-W14,2026-04-08,India,category,chips on offer today,chips on offer today,43778,1.123,-1.7,False,
2026-W14,2026-04-08,India,category,snacks for ipl party,snacks for ipl party,27701,1.259,10.6,False,
2026-W14,2026-04-08,US,Lay's,lays chips,chips,194679,2.863,30.2,False,
2026-W14,2026-04-08,US,Lay's,lays classic,classic,225044,4.092,7.9,False,
2026-W14,2026-04-08,US,Lay's,lays sour cream onion,sour cream onion,104967,3.62,0.9,False,
2026-W14,2026-04-08,US,Lay's,lays baked,baked,69042,2.877,-10.2,False,
2026-W14,2026-04-08,US,Lay's,lays chile limon,chile limon,82647,4.35,-0.1,False,
2026-W14,2026-04-08,US,Lay's,lays world cup edition,world cup edition,14474,3.619,7.6,False,
2026-W14,2026-04-08,US,Lay's,buy lays bulk,buy  bulk,52962,2.942,-14.2,False,
2026-W14,2026-04-08,US,Lay's,lays out of stock,out of stock,12001,4.0,3.5,False,
2026-W14,2026-04-08,US,Pringles,pringles chips,chips,67447,1.088,-9.6,False,
2026-W14,2026-04-08,US,Pringles,pringles sour cream,sour cream,35258,1.037,27.7,False,
2026-W14,2026-04-08,US,Pringles,pringles original,original,32604,1.164,-5.4,False,
2026-W14,2026-04-08,US,Pringles,pringles bbq,bbq,22269,1.06,6.1,False,
2026-W14,2026-04-08,US,Pringles,pringles wavy,wavy,15567,1.112,-4.5,False,
2026-W14,2026-04-08,US,Pringles,pringles price drop,price drop,11084,1.008,-2.0,False,
2026-W14,2026-04-08,US,Doritos,doritos nacho cheese,nacho cheese,58836,1.014,13.8,False,
2026-W14,2026-04-08,US,Doritos,doritos cool ranch,cool ranch,54382,1.133,-5.5,False,
2026-W14,2026-04-08,US,Doritos,doritos flamin hot,flamin hot,45562,1.085,41.2,False,
2026-W14,2026-04-08,US,Doritos,doritos flamin hot lime,flamin hot lime,15775,1.052,9.5,False,
2026-W14,2026-04-08,US,Doritos,doritos spicy nacho,spicy nacho,32118,1.036,8.5,False,
2026-W14,2026-04-08,US,Doritos,doritos controversy,controversy,2660,0.333,2.4,False,
2026-W14,2026-04-08,US,category,best chips brand,best chips brand,54408,1.046,4.7,False,
2026-W14,2026-04-08,US,category,healthy chip snacks,healthy chip snacks,104702,1.19,21.0,False,
2026-W14,2026-04-08,US,category,chips on sale near me,chips on sale near me,65164,1.034,11.7,False,
2026-W14,2026-04-08,US,category,super bowl snack ideas,super bowl snack ideas,42526,0.967,13.0,False,
2026-W15,2026-04-15,India,Lay's,lays chips,chips,98638,1.333,7.7,False,
2026-W15,2026-04-15,India,Lay's,lays magic masala,magic masala,63158,1.238,-12.6,False,
2026-W15,2026-04-15,India,Lay's,lays classic salted,classic salted,37527,0.988,18.6,False,
2026-W15,2026-04-15,India,Lay's,lays american cream onion,american cream onion,34601,1.193,-14.8,False,
2026-W15,2026-04-15,India,Lay's,lays spanish tomato tango,spanish tomato tango,27542,1.252,11.1,False,
2026-W15,2026-04-15,India,Lay's,lays max peri peri,max peri peri,21835,1.213,8.3,False,
2026-W15,2026-04-15,India,Lay's,lays world cup edition,world cup edition,6059,1.212,-10.5,False,
2026-W15,2026-04-15,India,Lay's,buy lays online,buy  online,35885,1.158,-20.3,False,
2026-W15,2026-04-15,India,Lay's,lays price,price,36969,1.32,0.6,False,
2026-W15,2026-04-15,India,Pringles,pringles chips,chips,46204,1.216,9.3,False,
2026-W15,2026-04-15,India,Pringles,pringles original,original,22997,1.045,-2.1,False,
2026-W15,2026-04-15,India,Pringles,pringles sour cream onion,sour cream onion,18727,1.04,6.0,False,
2026-W15,2026-04-15,India,Pringles,pringles wavy,wavy,11243,1.249,2.4,False,
2026-W15,2026-04-15,India,Pringles,pringles price india,price india,19809,1.238,6.4,False,
2026-W15,2026-04-15,India,Pringles,pringles cheddar,cheddar,10872,0.988,11.1,False,
2026-W15,2026-04-15,India,Doritos,doritos nacho cheese,nacho cheese,37228,1.284,24.2,False,
2026-W15,2026-04-15,India,Doritos,doritos cool ranch,cool ranch,18420,1.084,14.6,False,
2026-W15,2026-04-15,India,Doritos,doritos flamin hot,flamin hot,25829,1.23,11.2,False,
2026-W15,2026-04-15,India,Doritos,doritos flamin hot lime,flamin hot lime,9592,1.199,8.8,False,
2026-W15,2026-04-15,India,Doritos,doritos sweet chili,sweet chili,12935,1.078,16.1,False,
2026-W15,2026-04-15,India,Doritos,doritos controversy,controversy,1306,0.327,6.9,False,
2026-W15,2026-04-15,India,category,best chips brand india,best chips brand india,63884,1.331,22.8,False,
2026-W15,2026-04-15,India,category,healthy snacks india,healthy snacks india,73751,1.039,4.5,False,
2026-W15,2026-04-15,India,category,chips on offer today,chips on offer today,40353,1.035,4.5,False,
2026-W15,2026-04-15,India,category,snacks for ipl party,snacks for ipl party,25470,1.158,15.7,False,
2026-W15,2026-04-15,US,Lay's,lays chips,chips,74789,1.1,22.8,False,
2026-W15,2026-04-15,US,Lay's,lays classic,classic,53215,0.968,-7.2,False,
2026-W15,2026-04-15,US,Lay's,lays sour cream onion,sour cream onion,30046,1.036,-2.5,False,
2026-W15,2026-04-15,US,Lay's,lays baked,baked,26169,1.09,21.2,False,
2026-W15,2026-04-15,US,Lay's,lays chile limon,chile limon,19409,1.022,18.2,False,
2026-W15,2026-04-15,US,Lay's,lays world cup edition,world cup edition,4663,1.166,-5.4,False,
2026-W15,2026-04-15,US,Lay's,buy lays bulk,buy  bulk,23306,1.295,-1.0,False,
2026-W15,2026-04-15,US,Lay's,lays out of stock,out of stock,2936,0.979,4.3,False,
2026-W15,2026-04-15,US,Pringles,pringles chips,chips,79115,1.276,20.8,False,
2026-W15,2026-04-15,US,Pringles,pringles sour cream,sour cream,34826,1.024,26.5,False,
2026-W15,2026-04-15,US,Pringles,pringles original,original,33775,1.206,12.5,False,
2026-W15,2026-04-15,US,Pringles,pringles bbq,bbq,22533,1.073,-3.2,False,
2026-W15,2026-04-15,US,Pringles,pringles wavy,wavy,17471,1.248,-2.5,False,
2026-W15,2026-04-15,US,Pringles,pringles price drop,price drop,11671,1.061,10.9,False,
2026-W15,2026-04-15,US,Doritos,doritos nacho cheese,nacho cheese,74465,1.284,15.5,False,
2026-W15,2026-04-15,US,Doritos,doritos cool ranch,cool ranch,59220,1.234,-23.1,False,
2026-W15,2026-04-15,US,Doritos,doritos flamin hot,flamin hot,51325,1.222,7.6,False,
2026-W15,2026-04-15,US,Doritos,doritos flamin hot lime,flamin hot lime,16001,1.067,22.2,False,
2026-W15,2026-04-15,US,Doritos,doritos spicy nacho,spicy nacho,32899,1.061,21.1,False,
2026-W15,2026-04-15,US,Doritos,doritos controversy,controversy,3779,0.472,-8.9,False,
2026-W15,2026-04-15,US,category,best chips brand,best chips brand,54610,1.05,21.7,False,
2026-W15,2026-04-15,US,category,healthy chip snacks,healthy chip snacks,93447,1.062,9.9,False,
2026-W15,2026-04-15,US,category,chips on sale near me,chips on sale near me,75712,1.202,2.0,False,
2026-W15,2026-04-15,US,category,super bowl snack ideas,super bowl snack ideas,42820,0.973,17.8,False,
2026-W16,2026-04-22,India,Lay's,lays chips,chips,91979,1.243,14.2,False,
2026-W16,2026-04-22,India,Lay's,lays magic masala,magic masala,53270,1.045,34.8,False,
2026-W16,2026-04-22,India,Lay's,lays classic salted,classic salted,47180,1.242,4.7,False,
2026-W16,2026-04-22,India,Lay's,lays american cream onion,american cream onion,34421,1.187,14.9,False,
2026-W16,2026-04-22,India,Lay's,lays spanish tomato tango,spanish tomato tango,23164,1.053,33.2,False,
2026-W16,2026-04-22,India,Lay's,lays max peri peri,max peri peri,21337,1.185,-3.4,False,
2026-W16,2026-04-22,India,Lay's,lays world cup edition,world cup edition,6079,1.216,6.6,False,
2026-W16,2026-04-22,India,Lay's,buy lays online,buy  online,36330,1.172,20.3,False,
2026-W16,2026-04-22,India,Lay's,lays price,price,33300,1.189,7.8,False,
2026-W16,2026-04-22,India,Pringles,pringles chips,chips,43405,1.142,14.4,False,
2026-W16,2026-04-22,India,Pringles,pringles original,original,25160,1.144,12.6,False,
2026-W16,2026-04-22,India,Pringles,pringles sour cream onion,sour cream onion,22307,1.239,16.5,False,
2026-W16,2026-04-22,India,Pringles,pringles wavy,wavy,9866,1.096,30.6,False,
2026-W16,2026-04-22,India,Pringles,pringles price india,price india,15930,0.996,1.0,False,
2026-W16,2026-04-22,India,Pringles,pringles cheddar,cheddar,11712,1.065,0.1,False,
2026-W16,2026-04-22,India,Doritos,doritos nacho cheese,nacho cheese,31927,1.101,2.9,False,
2026-W16,2026-04-22,India,Doritos,doritos cool ranch,cool ranch,17417,1.025,21.0,False,
2026-W16,2026-04-22,India,Doritos,doritos flamin hot,flamin hot,26814,1.277,-6.7,False,
2026-W16,2026-04-22,India,Doritos,doritos flamin hot lime,flamin hot lime,8054,1.007,-12.6,False,
2026-W16,2026-04-22,India,Doritos,doritos sweet chili,sweet chili,12413,1.034,18.2,False,
2026-W16,2026-04-22,India,Doritos,doritos controversy,controversy,1698,0.424,29.0,False,
2026-W16,2026-04-22,India,category,best chips brand india,best chips brand india,53193,1.108,3.6,False,
2026-W16,2026-04-22,India,category,healthy snacks india,healthy snacks india,78431,1.105,10.9,False,
2026-W16,2026-04-22,India,category,chips on offer today,chips on offer today,44904,1.151,-3.9,False,
2026-W16,2026-04-22,India,category,snacks for ipl party,snacks for ipl party,26171,1.19,5.3,False,
2026-W16,2026-04-22,US,Lay's,lays chips,chips,93104,1.369,13.1,False,
2026-W16,2026-04-22,US,Lay's,lays classic,classic,68538,1.246,7.3,False,
2026-W16,2026-04-22,US,Lay's,lays sour cream onion,sour cream onion,36271,1.251,1.0,False,
2026-W16,2026-04-22,US,Lay's,lays baked,baked,27049,1.127,14.0,False,
2026-W16,2026-04-22,US,Lay's,lays chile limon,chile limon,25896,1.363,27.9,False,
2026-W16,2026-04-22,US,Lay's,lays world cup edition,world cup edition,5201,1.3,24.2,False,
2026-W16,2026-04-22,US,Lay's,buy lays bulk,buy  bulk,25170,1.398,4.6,False,
2026-W16,2026-04-22,US,Lay's,lays out of stock,out of stock,3409,1.136,-3.9,False,
2026-W16,2026-04-22,US,Pringles,pringles chips,chips,84245,1.359,15.6,False,
2026-W16,2026-04-22,US,Pringles,pringles sour cream,sour cream,48473,1.426,-3.7,False,
2026-W16,2026-04-22,US,Pringles,pringles original,original,33694,1.203,-21.5,False,
2026-W16,2026-04-22,US,Pringles,pringles bbq,bbq,26398,1.257,-3.5,False,
2026-W16,2026-04-22,US,Pringles,pringles wavy,wavy,17096,1.221,38.1,False,
2026-W16,2026-04-22,US,Pringles,pringles price drop,price drop,11727,1.066,-4.0,False,
2026-W16,2026-04-22,US,Doritos,doritos nacho cheese,nacho cheese,63507,1.095,-10.1,False,
2026-W16,2026-04-22,US,Doritos,doritos cool ranch,cool ranch,67070,1.397,-6.1,False,
2026-W16,2026-04-22,US,Doritos,doritos flamin hot,flamin hot,44484,1.059,5.3,False,
2026-W16,2026-04-22,US,Doritos,doritos flamin hot lime,flamin hot lime,19403,1.294,22.4,False,
2026-W16,2026-04-22,US,Doritos,doritos spicy nacho,spicy nacho,34758,1.121,7.2,False,
2026-W16,2026-04-22,US,Doritos,doritos controversy,controversy,3770,0.471,25.2,False,
2026-W16,2026-04-22,US,category,best chips brand,best chips brand,69180,1.33,6.1,False,
2026-W16,2026-04-22,US,category,healthy chip snacks,healthy chip snacks,93393,1.061,26.9,False,
2026-W16,2026-04-22,US,category,chips on sale near me,chips on sale near me,86969,1.38,18.0,False,
2026-W16,2026-04-22,US,category,super bowl snack ideas,super bowl snack ideas,49942,1.135,11.5,False,
2026-W17,2026-04-29,India,Lay's,lays chips,chips,84269,1.139,21.7,False,
2026-W17,2026-04-29,India,Lay's,lays magic masala,magic masala,53412,1.047,-7.6,False,
2026-W17,2026-04-29,India,Lay's,lays classic salted,classic salted,46613,1.227,-9.2,False,
2026-W17,2026-04-29,India,Lay's,lays american cream onion,american cream onion,26733,0.922,-6.7,False,
2026-W17,2026-04-29,India,Lay's,lays spanish tomato tango,spanish tomato tango,22627,1.028,-1.0,False,
2026-W17,2026-04-29,India,Lay's,lays max peri peri,max peri peri,16657,0.925,3.3,False,
2026-W17,2026-04-29,India,Lay's,lays world cup edition,world cup edition,4596,0.919,-9.6,False,
2026-W17,2026-04-29,India,Lay's,buy lays online,buy  online,31266,1.009,-9.3,False,
2026-W17,2026-04-29,India,Lay's,lays price,price,29795,1.064,5.4,False,
2026-W17,2026-04-29,India,Pringles,pringles chips,chips,44288,1.165,13.4,False,
2026-W17,2026-04-29,India,Pringles,pringles original,original,20404,0.927,5.6,False,
2026-W17,2026-04-29,India,Pringles,pringles sour cream onion,sour cream onion,18508,1.028,13.8,False,
2026-W17,2026-04-29,India,Pringles,pringles wavy,wavy,9521,1.058,14.3,False,
2026-W17,2026-04-29,India,Pringles,pringles price india,price india,14877,0.93,4.5,False,
2026-W17,2026-04-29,India,Pringles,pringles cheddar,cheddar,10306,0.937,-5.4,False,
2026-W17,2026-04-29,India,Doritos,doritos nacho cheese,nacho cheese,33562,1.157,3.5,False,
2026-W17,2026-04-29,India,Doritos,doritos cool ranch,cool ranch,16833,0.99,-3.8,False,
2026-W17,2026-04-29,India,Doritos,doritos flamin hot,flamin hot,25296,1.205,-2.5,False,
2026-W17,2026-04-29,India,Doritos,doritos flamin hot lime,flamin hot lime,9439,1.18,7.2,False,
2026-W17,2026-04-29,India,Doritos,doritos sweet chili,sweet chili,12243,1.02,8.1,False,
2026-W17,2026-04-29,India,Doritos,doritos controversy,controversy,1522,0.381,16.4,False,
2026-W17,2026-04-29,India,category,best chips brand india,best chips brand india,46847,0.976,-7.9,False,
2026-W17,2026-04-29,India,category,healthy snacks india,healthy snacks india,75791,1.067,-10.7,False,
2026-W17,2026-04-29,India,category,chips on offer today,chips on offer today,40390,1.036,-6.6,False,
2026-W17,2026-04-29,India,category,snacks for ipl party,snacks for ipl party,23285,1.058,-1.8,False,
2026-W17,2026-04-29,US,Lay's,lays chips,chips,81518,1.199,-1.8,False,
2026-W17,2026-04-29,US,Lay's,lays classic,classic,75906,1.38,5.2,False,
2026-W17,2026-04-29,US,Lay's,lays sour cream onion,sour cream onion,43362,1.495,-26.3,False,
2026-W17,2026-04-29,US,Lay's,lays baked,baked,32797,1.367,6.6,False,
2026-W17,2026-04-29,US,Lay's,lays chile limon,chile limon,26848,1.413,-3.4,False,
2026-W17,2026-04-29,US,Lay's,lays world cup edition,world cup edition,5776,1.444,17.9,False,
2026-W17,2026-04-29,US,Lay's,buy lays bulk,buy  bulk,23903,1.328,11.1,False,
2026-W17,2026-04-29,US,Lay's,lays out of stock,out of stock,3803,1.268,0.5,False,
2026-W17,2026-04-29,US,Pringles,pringles chips,chips,69532,1.121,7.8,False,
